FID,BETA,FLUX_BETA,PIVOT_BETA,REDSHIFT,A,SIGMA,FLUX_LA,EW_LA
1747_817_22_5145,-2.969383812201117,144647647798.96262,2000.0,7.556,919650588519.5477,10.0,11452552575374.27,36.346625548498004
1747_817_22_5146,-2.9784935757866884,143193886007.5329,2000.0,7.556,937285103575.9406,10.0,11672157948703.812,37.250393090570284
1747_817_22_5147,-2.972755168920893,143309098500.318,2000.0,7.556,979525610773.1987,10.0,12198185589555.795,39.0091026613649
1747_817_22_5148,-3.0371740112520347,142743671776.76517,2000.0,7.556,991856798601.3059,10.0,12351747799683.398,38.40541884582554
1747_817_22_5149,-2.9974303903642867,143514592092.39764,2000.0,7.556,938451109002.4518,10.0,11686678396596.734,36.86431646226892
1747_817_22_5150,-2.979105288554613,145449745363.09235,2000.0,7.556,845765483008.4464,10.0,10532449803771.492,33.08174392924906
1747_817_22_5151,-3.0438660976749126,142315576847.7962,2000.0,7.556,965338508282.789,10.0,12021511383947.771,37.366391821384724
1747_817_22_5152,-2.9911558875184685,143988012499.02078,2000.0,7.556,876885158770.8113,10.0,10919987991911.852,34.44000094878742
1747_817_22_5153,-2.9941260974512574,142243932159.45547,2000.0,7.556,949979357351.3069,10.0,11830241475841.613,37.71248989373418
1747_817_22_5154,-2.9999829652544063,142961315415.57788,2000.0,7.556,904229945771.2302,10.0,11260516900058.203,35.61223487483865
1747_817_23_5155,-2.979086794361479,143664088442.8763,2000.0,7.556,949455960829.3066,10.0,11823723537114.88,37.599494412789184
1747_817_23_5156,-2.9787664371684,143701404924.31693,2000.0,7.556,946476644621.2513,10.0,11786621646530.17,37.47775185997918
1747_817_23_5157,-2.9804414819422234,145032071657.468,2000.0,7.556,930724208694.937,10.0,11590454098889.334,36.48543739197744
1747_817_23_5158,-2.9825852100713997,143685760063.5663,2000.0,7.556,920483062944.7343,10.0,11462919509556.797,36.38323579339965
1747_817_23_5159,-2.972850414881907,143453237022.75116,2000.0,7.556,953353348932.914,10.0,11872258320564.598,37.926859777120946
1747_817_23_5160,-2.9811571355386084,144343383913.3352,2000.0,7.556,1021643670068.9319,10.0,12722688367544.135,40.226336377695574
1747_817_23_5161,-3.014487973480349,144213082205.88217,2000.0,7.556,894918067714.5894,10.0,11144554626613.863,34.6882487298253
1747_817_23_5162,-2.940758016059145,144748711371.46396,2000.0,7.556,1014302274512.3728,10.0,12631264820777.902,40.634278622471285
1747_817_23_5163,-2.9408791481365197,145039368733.67545,2000.0,7.556,996899406595.5304,10.0,12414544185497.518,39.85466065916787
1747_817_23_5164,-2.9510198455697054,145279268791.0473,2000.0,7.556,1003952096634.6804,10.0,12502372437313.475,39.868618753831015
1747_817_24_5165,-2.978148577559861,141835804118.8035,2000.0,7.556,1066839134541.1887,10.0,13285514553378.713,42.81256538448203
1747_817_24_5166,-3.02893671274153,141425415511.33295,2000.0,7.556,1086644374962.8647,10.0,13532152309096.682,42.64231526431595
1747_817_24_5167,-2.964445948732905,140977337136.03146,2000.0,7.556,1145768116645.8213,10.0,14268429508861.139,46.576551237070404
1747_817_24_5168,-3.026190988705946,140322757961.64072,2000.0,7.556,1149247494659.245,10.0,14311758747297.754,45.51554197948381
1747_817_24_5169,-2.9739034335114307,141153499969.3433,2000.0,7.556,1138385125694.141,10.0,14176487968135.61,46.00163865961245
1747_817_24_5170,-3.0369498248893003,141119712071.49747,2000.0,7.556,1238722039613.632,10.0,15425999245852.086,48.521591121315254
1747_817_24_5171,-3.0014839915660154,142037475661.85077,2000.0,7.556,1115506105520.9038,10.0,13891571952555.328,44.18587425066447
1747_817_24_5172,-3.020589429912133,140700334371.4237,2000.0,7.556,1128073245640.549,10.0,14048072513462.95,44.68143949177815
1747_817_24_5173,-2.9796518094632867,140832753510.5598,2000.0,7.556,1104755628185.337,10.0,13757694577351.178,44.61653409610741
1747_817_24_5174,-3.0109941045795416,140068742257.52954,2000.0,7.556,1128984723622.1252,10.0,14059423291286.19,45.13420117419359
1747_817_25_5175,-2.98046408588523,142826146756.25812,2000.0,7.556,1235238815686.2275,10.0,15382622113647.32,49.170080823842945
1747_817_25_5176,-2.945258631295461,142900120203.4905,2000.0,7.556,1169351114088.2737,10.0,14562112263448.822,47.345578371197576
1747_817_25_5177,-2.984793395079117,143575742570.3084,2000.0,7.556,1235651189274.0256,10.0,15387757466414.896,48.82438586030128
1747_817_25_5178,-2.958042918123087,142118170876.96503,2000.0,7.556,1270826862193.1904,10.0,15825805621344.49,51.40917550994645
1747_817_25_5179,-2.964700356054555,142393543849.02234,2000.0,7.556,1122442438725.6284,10.0,13977951194518.63,45.16881427314636
1747_817_25_5180,-2.949667398924034,142906597568.6853,2000.0,7.556,1210259897661.7678,10.0,15071555741785.803,48.89230685063602
1747_817_25_5181,-2.9916421439334737,141563220799.6889,2000.0,7.556,1211440437482.8052,10.0,15086257188766.352,48.383056803201235
1747_817_25_5182,-2.9661102192360334,144234170873.28607,2000.0,7.556,1222565213538.0525,10.0,15224795764452.021,48.536007793160636
1747_817_25_5183,-2.9228477191215947,145411714979.3743,2000.0,7.556,1159558808298.131,10.0,14440167148319.518,46.655669534416724
1747_817_25_5184,-2.9907138548505077,143058972944.96396,2000.0,7.556,1251697511908.5618,10.0,15587584831185.334,49.49104222614588
1747_817_26_5185,-2.9311564561530425,142248915776.11145,2000.0,7.556,1199596172477.035,10.0,14938758704680.553,49.13616695179515
1747_817_26_5186,-2.9465934957452786,144523746973.78796,2000.0,7.556,1066204990026.6918,10.0,13277617452584.863,42.655993720020035
1747_817_26_5187,-2.9435253903881216,143761532418.67624,2000.0,7.556,1115528802515.0745,10.0,13891854601772.635,44.93448910058366
1747_817_26_5188,-2.9374546242401087,144079401793.2224,2000.0,7.556,1236131459439.8655,10.0,15393738345885.129,49.83295346034973
1747_817_26_5189,-2.9537568316257157,142112258333.56223,2000.0,7.556,1246876031850.034,10.0,15527542186129.998,50.55009796843537
1747_817_26_5190,-2.9433850894459432,143869313424.86224,2000.0,7.556,1252913994968.1006,10.0,15602733884935.03,50.434199010402565
1747_817_26_5191,-2.961161540850471,141902233051.51413,2000.0,7.556,1164639526492.455,10.0,14503438126414.387,47.11205975117957
1747_817_26_5192,-2.956494444178418,143308919990.24142,2000.0,7.556,1182274636897.2947,10.0,14723050913711.225,47.466116638995885
1747_817_26_5193,-2.9768542430470077,143265631719.67966,2000.0,7.556,1105919284622.7869,10.0,13772185772916.03,43.9662434531338
1747_817_26_5194,-2.9882832454483097,143909932235.44568,2000.0,7.556,1128075078336.2664,10.0,14048095336309.277,44.393041858374104
1747_817_27_5195,-2.965389714869634,144824443525.3182,2000.0,7.556,1201374945785.6855,10.0,14960910046822.12,47.5173938300554
1747_817_27_5196,-2.9550589571294834,144012934538.50714,2000.0,7.556,1192640162625.156,10.0,14852134426353.594,47.6822512476146
1747_817_27_5197,-2.98822504588525,142900793872.51736,2000.0,7.556,1214692073155.6443,10.0,15126750316225.88,48.14063377067899
1747_817_27_5198,-2.961514580287039,145180995066.25638,2000.0,7.556,1131348122995.387,10.0,14088855073222.479,44.72393233709293
1747_817_27_5199,-2.997142593801949,142972788518.45685,2000.0,7.556,1246136235871.1284,10.0,15518329391130.209,49.14337018952965
1747_817_27_5200,-2.935181096500495,143891656221.97183,2000.0,7.556,1135760008144.436,10.0,14143796968825.822,45.89826109659632
1747_817_27_5201,-2.9198854386719,146344340606.30975,2000.0,7.556,1224056834642.4146,10.0,15243371155294.475,49.0091275182186
1747_817_27_5202,-2.968458921157806,145406080085.50732,2000.0,7.556,1264246515888.0095,10.0,15743859539903.309,49.72808392266688
1747_817_27_5203,-2.927408684889197,145808388753.4628,2000.0,7.556,1333572912132.6602,10.0,16607191992211.324,53.389945433509624
1747_817_27_5204,-2.973770072681558,144378593692.85342,2000.0,7.556,1236169102635.1794,10.0,15394207122482.264,48.840448440094505
1747_817_28_5205,-2.9702444909034944,142429277374.57755,2000.0,7.556,1348509669626.6428,10.0,16793201768794.871,54.103004684721014
1747_817_28_5206,-2.9960010516474034,143693541139.74014,2000.0,7.556,1321211815016.63,10.0,16453257317044.6,51.872207988369524
1747_817_28_5207,-3.017127529633467,142114805161.15848,2000.0,7.556,1393438979197.3743,10.0,17352713486024.78,54.73711123944794
1747_817_28_5208,-2.988582146011422,142660297303.96597,2000.0,7.556,1281248864287.3037,10.0,15955592443006.438,50.85497348339551
1747_817_28_5209,-3.0221640455101153,141968673489.0335,2000.0,7.556,1381419349686.5203,10.0,17203031160337.182,54.184823025654445
1747_817_28_5210,-2.9962855851603565,141998357111.75232,2000.0,7.556,1409774598189.5261,10.0,17556143503570.979,56.002110643761824
1747_817_28_5211,-2.981459696574892,141450779170.0728,2000.0,7.556,1415498371988.4329,10.0,17627422553657.87,56.865197128145624
1747_817_28_5212,-3.0187662027933264,141647572378.05756,2000.0,7.556,1395590507761.0684,10.0,17379506807641.41,54.957621716403764
1747_817_28_5213,-3.017114713705937,142182256369.2231,2000.0,7.556,1262022720311.4204,10.0,15716166265875.428,49.55161164558977
1747_817_28_5214,-2.954432419547255,141817903842.21964,2000.0,7.556,1380915439263.8816,10.0,17196755885052.645,56.08158328598144
1747_817_29_5215,-2.9443398219987262,144099798287.47913,2000.0,7.556,1410942521812.446,10.0,17570687839063.707,56.677623179570524
1747_817_29_5216,-2.9371975719721415,144597942220.07944,2000.0,7.556,1370987492839.2478,10.0,17073121615893.256,55.078335224475865
1747_817_29_5217,-2.9651467677402255,142439747469.93298,2000.0,7.556,1310524040994.161,10.0,16320160796002.746,52.70868957879385
1747_817_29_5218,-2.9828519916067746,143845416667.70837,2000.0,7.556,1350906485831.619,10.0,16823049695761.555,53.32990923515895
1747_817_29_5219,-2.989781400299532,143149863323.83417,2000.0,7.556,1329413147977.2637,10.0,16555389798763.562,52.55486045314464
1747_817_29_5220,-2.9309837135805803,143025799314.93137,2000.0,7.556,1463588177000.3167,10.0,18226292414791.438,59.62892972390891
1747_817_29_5221,-2.9818608598852934,143934977031.3553,2000.0,7.556,1494941599098.4644,10.0,18616741482599.87,59.00838043976012
1747_817_29_5222,-2.970050944721298,142678241720.76312,2000.0,7.556,1448367951208.6233,10.0,18036752563173.395,58.013568703937864
1747_817_29_5223,-2.97303800024251,142584184948.46213,2000.0,7.556,1433129686615.1387,10.0,17846988071536.105,57.355745884190384
1747_817_29_5224,-3.005016237239554,142518436205.37827,2000.0,7.556,1378967383387.271,10.0,17172496440623.25,54.34178867445861
1747_817_30_5225,-2.9932519482366153,143512890020.34338,2000.0,7.556,1436192090101.1846,10.0,17885124660985.16,56.53473327613578
1747_817_30_5226,-2.942438363762259,144636469082.95566,2000.0,7.556,1367028150837.5815,10.0,17023815310863.898,54.761623255387136
1747_817_30_5227,-2.9723383432935804,144485505853.16617,2000.0,7.556,1325436338593.0461,10.0,16505865969688.098,52.36590487136485
1747_817_30_5228,-2.983050718818704,143992313695.9613,2000.0,7.556,1336488055926.944,10.0,16643494733693.344,52.70167335621589
1747_817_30_5229,-2.954668366668713,144095562506.82663,2000.0,7.556,1302438072536.1611,10.0,16219464966473.469,52.05227563158483
1747_817_30_5230,-2.9627220174452917,144026827497.41916,2000.0,7.556,1430602645654.8262,10.0,17815518435329.28,56.97287574667679
1747_817_30_5231,-2.91184591591312,145252205138.1692,2000.0,7.556,1459085292297.1797,10.0,18170217287512.344,59.09448532745474
1747_817_30_5232,-2.947018609046923,143986518920.4819,2000.0,7.556,1321447950802.216,10.0,16456197952904.686,53.05360631720249
1747_817_30_5233,-2.998435217612203,145573239677.80435,2000.0,7.556,1325241907360.3975,10.0,16503444687146.66,51.29641617037552
1747_817_30_5234,-3.0155790724576175,143358284807.2564,2000.0,7.556,1381479985072.138,10.0,17203786262275.227,53.838100356583894
1747_1425_1_5235,-2.0803985407460335,112670394314.31316,2000.0,7.553,52936922297.075836,10.0,659231801086.4191,4.180805139762484
1747_1425_1_5236,-2.1041517844480415,114083824026.83257,2000.0,7.553,-62019145516.97778,10.0,-772334152173.7166,-4.78055237998381
1747_1425_1_5237,-2.0650769197580225,111772066827.03206,2000.0,7.553,127133287174.31409,10.0,1583210777000.339,10.198800399346002
1747_1425_1_5238,-2.0752066341078463,114474903556.09578,2000.0,7.553,-7783091187.868132,10.0,-96924056011.49893,-0.6065620130980213
1747_1425_1_5239,-2.0803433655814394,116265158413.44632,2000.0,7.553,3635612443.997935,10.0,45274852324.41153,0.2782601231310995
1747_1425_1_5240,-2.0935537968861806,116259786297.42426,2000.0,7.553,100433665225.57454,10.0,1250716194734.7146,7.636899986827116
1747_1425_1_5241,-2.060783179976116,114471767055.1255,2000.0,7.553,141402089165.56592,10.0,1760902407489.368,11.099635253286495
1747_1425_1_5242,-2.0783309090684043,115336718461.78674,2000.0,7.553,-56467810728.2957,10.0,-703202508844.7139,-4.361053027447242
1747_1425_1_5243,-2.0835160678592177,114975154892.23466,2000.0,7.553,89591591226.2074,10.0,1115698145706.393,6.923096577416347
1747_1425_1_5244,-2.1101854675743072,115938635045.09334,2000.0,7.553,99333774454.44168,10.0,1237019082349.088,7.51174512949564
1747_1425_2_5245,-2.129213359642838,116386475876.16644,2000.0,7.553,221569519081.20242,10.0,2759239993402.8887,16.533560518087107
1747_1425_2_5246,-2.150590525388734,116132277530.65625,2000.0,7.553,215532859284.30438,10.0,2684064521581.4966,15.947713346646243
1747_1425_2_5247,-2.1352033006335582,118684523550.62395,2000.0,7.553,99055560631.6437,10.0,1233554441951.9565,7.22684663706418
1747_1425_2_5248,-2.1019987114215537,115178327254.94543,2000.0,7.553,186053293613.97488,10.0,2316950863877.029,14.220287999511983
1747_1425_2_5249,-2.211206927092808,119725474184.8138,2000.0,7.553,53120647254.03406,10.0,661519756808.5216,3.6992316430407444
1747_1425_2_5250,-2.1140355464020506,118206511133.83382,2000.0,7.553,264193624377.70203,10.0,3290044665926.527,19.557834330069838
1747_1425_2_5251,-2.1257234288169284,116652261263.041,2000.0,7.553,99706301058.27194,10.0,1241658214609.5063,7.4360575389343335
1747_1425_2_5252,-2.205066317365753,116980334632.10318,2000.0,7.553,150039399077.06522,10.0,1868464183324.1104,10.726414396465003
1747_1425_2_5253,-2.192614845388601,115491569386.90314,2000.0,7.553,16931446760.852732,10.0,210849963670.29675,1.2336656304244498
1747_1425_2_5254,-2.2272465596897772,118175453394.47867,2000.0,7.553,113482125927.91551,10.0,1413210723637.177,7.942692209305397
1747_1425_3_5255,-2.1533056062838405,120125532024.6657,2000.0,7.553,68969466418.26186,10.0,858887589114.5564,4.926885939321807
1747_1425_3_5256,-2.0713714865223,118477765725.96506,2000.0,7.553,128412194047.20619,10.0,1599137204995.286,9.687948539439322
1747_1425_3_5257,-2.0978933162063034,118083881153.61127,2000.0,7.553,125359115854.32,10.0,1561116743120.6975,9.364714681587573
1747_1425_3_5258,-2.1155285857301758,119401924504.97223,2000.0,7.553,43766917610.46052,10.0,545036293618.0476,3.2051747929598506
1747_1425_3_5259,-2.1185398669523243,116491201929.93954,2000.0,7.553,118111344759.6538,10.0,1470859112240.9585,8.852473449070347
1747_1425_3_5260,-2.129327088866507,118321047999.89128,2000.0,7.553,103884510755.36829,10.0,1293690115679.919,7.624705943012492
1747_1425_3_5261,-2.116975793908503,121088497142.24124,2000.0,7.553,-21088238968.720993,10.0,-262615149386.17203,-1.5217442544998026
1747_1425_3_5262,-2.104432411142993,116618731320.4955,2000.0,7.553,203038299890.38766,10.0,2528467812600.023,15.308243662257405
1747_1425_3_5263,-2.0886152459963467,119847111964.02638,2000.0,7.553,5118897057.477439,10.0,63746428397.164825,0.37851551763622754
1747_1425_3_5264,-2.1041320244452613,118130902726.62987,2000.0,7.553,183103747920.93542,10.0,2280219708471.0317,13.630580607040548
1747_1425_4_5265,-2.1532156307054318,121611258870.34424,2000.0,7.553,135134504374.84775,10.0,1682851190479.4358,9.535926277505228
1747_1425_4_5266,-2.1654535989427623,121773719603.9296,2000.0,7.553,200273053847.9882,10.0,2494031769666.7383,14.027941212385064
1747_1425_4_5267,-2.1210783191290163,118486667872.0125,2000.0,7.553,173450905460.4997,10.0,2160011346430.536,12.765108223595227
1747_1425_4_5268,-2.1748411489791115,123056416943.30165,2000.0,7.553,-76485115981.69012,10.0,-952481152605.6256,-5.276772749028384
1747_1425_4_5269,-2.160124029501909,120947325480.33772,2000.0,7.553,45542140613.813354,10.0,567143424275.6035,3.220284400409448
1747_1425_4_5270,-2.179752710953819,120549849742.89565,2000.0,7.553,33654223273.77262,10.0,419101323995.1641,2.36432360119586
1747_1425_4_5271,-2.1068092229050484,120962841444.0571,2000.0,7.553,113449739228.45099,10.0,1412807406986.0994,8.236703712314926
1747_1425_4_5272,-2.1158228649490334,121088543476.3625,2000.0,7.553,42028929069.320854,10.0,523392849561.8686,3.034581033924187
1747_1425_4_5273,-2.146849360141286,119600706747.53659,2000.0,7.553,-38133696707.10983,10.0,-474884909652.1788,-2.7448697940215667
1747_1425_4_5274,-2.169824077069427,119369699749.62144,2000.0,7.553,271731944985.32965,10.0,3383920555488.919,19.374336527630252
1747_1425_5_5275,-2.0668618833996355,114924991763.74153,2000.0,7.553,253301689869.75668,10.0,3154405696159.9604,19.74516880918228
1747_1425_5_5276,-2.15529755024485,116676712222.16344,2000.0,7.553,125112513745.5703,10.0,1558045768359.6326,9.192569953148658
1747_1425_5_5277,-2.0954474574206055,114055525736.8043,2000.0,7.553,338364618812.5729,10.0,4213707699740.1045,26.201525498838247
1747_1425_5_5278,-2.149464584105529,115760643552.73997,2000.0,7.553,166819869063.1864,10.0,2077434009524.95,12.389908731726642
1747_1425_5_5279,-2.1484010148150583,117274046878.64548,2000.0,7.553,302389050690.9716,10.0,3765698304051.824,22.180703717898666
1747_1425_5_5280,-2.212184235249853,115820224883.80293,2000.0,7.553,170619370822.62787,10.0,2124749801214.7507,12.276297613573046
